index,run,trial,onset,duration,cond,subcond,resp,acc,respRT,ISIresp,ISIacc,ISIrespRT
1,1,1,12.0041,1.4984,object,natural,NR,0,999.0000,NR,0,999.0000
2,1,2,13.9313,1.0697,object,manmade,NR,0,999.0000,NR,0,999.0000
3,1,3,15.0244,1.4766,object,natural,NR,0,999.0000,NR,0,999.0000
4,1,4,16.5251,1.4756,object,natural,NR,0,999.0000,NR,0,999.0000
5,1,5,18.0260,1.4745,object,manmade,manmade,1,0.4383,NR,0,999.0000
6,1,6,19.5262,1.4745,object,manmade,NR,0,999.0000,natural,0,0.0109
7,1,7,21.0276,1.4729,object,manmade,NR,0,999.0000,natural,0,0.1702
8,1,8,22.5285,1.4717,object,natural,NR,0,999.0000,natural,1,0.0118
9,1,9,24.0276,1.4736,object,natural,manmade,0,0.4302,NR,0,999.0000
10,1,10,25.5300,1.4704,object,manmade,NR,0,999.0000,manmade,1,0.0986
11,1,11,27.0491,10.4518,rest,rest,rest,1,999.0000,NR,1,0.0000
12,1,12,37.5425,1.4589,face,male,NR,0,999.0000,NR,0,999.0000
13,1,13,39.0436,1.4583,face,male,NR,0,999.0000,male,1,0.0468
14,1,14,40.5325,1.4687,face,female,NR,0,999.0000,female,1,0.0272
15,1,15,42.0321,1.4685,face,female,female,1,0.4278,NR,0,999.0000
16,1,16,43.5322,1.4690,face,male,NR,0,999.0000,male,1,0.0311
17,1,17,45.0336,1.4673,face,female,NR,0,999.0000,male,0,0.0861
18,1,18,46.5336,1.4668,face,male,NR,0,999.0000,male,1,0.1051
19,1,19,48.0339,1.4674,face,male,NR,0,999.0000,male,1,0.1519
20,1,20,49.5354,1.4649,face,female,female,1,0.3913,NR,0,999.0000
21,1,21,51.0346,1.4659,face,female,female,1,0.4031,NR,0,999.0000
22,1,22,52.5490,10.4511,rest,rest,rest,1,999.0000,NR,1,0.0000
23,1,23,63.0508,1.4502,object,natural,NR,0,999.0000,NR,0,999.0000
24,1,24,64.5530,1.4475,object,natural,NR,0,999.0000,natural,1,0.1267
25,1,25,66.0380,1.4622,object,manmade,NR,0,999.0000,manmade,1,0.0166
26,1,26,67.5376,1.4629,object,natural,natural,1,0.4490,NR,0,999.0000
27,1,27,69.0391,1.4614,object,manmade,NR,0,999.0000,manmade,1,0.0970
28,1,28,70.5384,1.4629,object,manmade,NR,0,999.0000,manmade,1,0.0105
29,1,29,72.0405,1.4599,object,natural,natural,1,0.4362,NR,0,999.0000
30,1,30,73.5398,1.4614,object,natural,natural,1,0.3905,NR,0,999.0000
31,1,31,75.0416,1.4595,object,manmade,NR,0,999.0000,manmade,1,0.0840
32,1,32,76.5422,1.4586,object,manmade,NR,0,999.0000,NR,0,999.0000
33,1,33,78.0497,10.4510,rest,rest,rest,1,999.0000,NR,1,0.0000
34,1,34,88.5608,1.4395,face,female,NR,0,999.0000,female,1,0.1031
35,1,35,90.0613,1.4397,face,female,NR,0,999.0000,NR,0,999.0000
36,1,36,91.5447,1.4563,face,male,NR,0,999.0000,male,1,0.0541
37,1,37,93.0453,1.4555,face,female,NR,0,999.0000,NR,0,999.0000
38,1,38,94.5456,1.4555,face,male,NR,0,999.0000,male,1,0.0148
39,1,39,96.0466,1.4537,face,male,NR,0,999.0000,male,1,0.0550
40,1,40,97.5460,1.4553,face,female,female,1,0.4340,NR,0,999.0000
41,1,41,99.0475,1.4532,face,female,NR,0,999.0000,female,1,0.3053
42,1,42,100.5478,1.4522,face,male,male,1,0.4257,NR,0,999.0000
43,1,43,102.0473,1.4532,face,male,male,1,0.4343,NR,0,999.0000
