index,run,trial,onset,duration,cond,shockCond,shockTrial,target,associate,resp,acc,accSpec,respRT,ISIresp,ISIacc,ISIaccSpec,ISIrespRT
1,1,1,12.0204,9.0707,TO_4,safe,0,TYPEWRITER,fountain,F,M,MI,1.9747,F,M,MI,0.076
2,1,2,21.1181,9.9332,TO_2,safe,0,CROWN,formal_garden,F,M,MI,1.0491,NR,NR,NR,999
3,1,3,31.0862,10.1929,TI_4,safe,0,MOON,theater,F,M,MI,0.8982,NR,NR,NR,999
4,1,4,41.3061,9.2761,TI_2,safe,0,FAN,banquet_hall,F,M,MI,1.0768,NR,NR,NR,999
5,1,5,50.6084,9.2585,F,safe,0,GEESE,foil,F,CR,CR,1.0381,NR,NR,NR,999
6,1,6,59.8934,9.1268,TI_2,safe,0,TIGER,stable,TO,SM,SMI_Hi,1.9179,NR,NR,NR,999
7,1,7,69.0467,9.6938,TI_2,safe,0,VINE,bar,TO,SM,SMI_Lo,1.9438,NR,NR,NR,999
8,1,8,78.7676,10.6548,F,safe,0,SCORPION,foil,TO,FA,FAO_Lo,1.4992,NR,NR,NR,999
9,1,9,89.4489,11.6224,F,safe,0,GARBAGE,foil,F,CR,CR,1.1411,NR,NR,NR,999
10,1,10,101.0984,10.7119,TO_4,safe,0,WOLF,highway,TO,H,HO_Lo,2.0002,NR,NR,NR,999
11,1,11,111.8366,12.3277,F,safe,0,VIOLIN,foil,TI,FA,FAI_Hi,2.2493,NR,NR,NR,999
12,1,12,124.1908,9.8986,F,safe,0,SCISSORS,foil,TI,FA,FAI_Lo,1.7766,NR,NR,NR,999
13,1,13,134.1162,9.9263,TO_2,safe,0,ROPE,marsh,TI,SM,SMO_Lo,2.1931,NR,NR,NR,999
14,1,14,144.0692,9.5384,TI_2,safe,0,CORAL,limousine_interior,TI,H,HI_Lo,2.8513,TI,H,HI_Lo,0.0801
15,1,15,153.6343,10.4746,TO_2,safe,0,LAMP,power_plant,TO,H,HO_Lo,1.3627,NR,NR,NR,999
16,1,16,164.1361,9.4193,TO_4,safe,0,PIE,manufactured_home,TI,SM,SMO_Lo,1.3104,NR,NR,NR,999
17,1,17,173.582,9.3948,TI_4,safe,0,PIANO,elevator,TI,H,HI_Lo,1.1486,NR,NR,NR,999
18,1,18,183.0036,9.6889,TO_4,safe,0,SHEEP,forest_path,TO,H,HO_Lo,1.8987,NR,NR,NR,999
19,1,19,192.7196,10.5545,F,safe,0,PEARL,foil,F,CR,CR,2.4607,NR,NR,NR,999
20,1,20,203.3008,10.999,TI_4,safe,0,CEREAL,florist_shop,TI,H,HI_Hi,1.7994,NR,NR,NR,999
21,1,21,214.3266,12.3324,TI_2,safe,0,NIGHTGOWN,office,F,M,MI,1.3961,NR,NR,NR,999
22,1,22,226.6862,11.9447,F,safe,0,SHARK,foil,TO,FA,FAO_Lo,2.0652,NR,NR,NR,999
23,1,23,238.6576,10.1093,TO_2,safe,0,SNOW,islet,F,M,MI,2.0506,NR,NR,NR,999
24,1,24,248.7936,11.3398,TI_4,safe,0,SHOVEL,badminton_court,TI,H,HI_Hi,2.1721,NR,NR,NR,999
25,1,25,260.1606,9.757,F,safe,0,COFFEE,foil,TI,FA,FAI_Lo,2.5212,NR,NR,NR,999
26,1,26,269.9443,11.1899,TO_4,safe,0,WRENCH,ice_shelf,TI,SM,SMO_Lo,1.9454,NR,NR,NR,999
27,1,27,281.1616,11.2693,TI_4,safe,0,CAMERA,dining_room,TI,H,HI_Lo,1.5226,NR,NR,NR,999
28,1,28,292.4576,11.6833,TO_4,safe,0,TROPHY,construction_site,TI,SM,SMO_Lo,1.1469,NR,NR,NR,999
29,1,29,304.1674,9.103,F,safe,0,PAN,foil,F,CR,CR,1.5943,NR,NR,NR,999
30,1,30,313.2984,9.3775,TI_2,safe,0,MANURE,music_studio,TO,SM,SMI_Lo,1.9567,NR,NR,NR,999
31,1,31,322.7028,9.9911,TO_2,safe,0,BALLOON,balcony,TO,H,HO_Lo,2.4769,NR,NR,NR,999
32,1,32,332.7209,9.9166,TO_2,safe,0,OYSTER,plaza,TI,SM,SMO_Lo,1.6693,NR,NR,NR,999
33,1,33,342.6652,9.7624,TO_2,safe,0,CHICKEN,phone_booth,TO,H,HO_Lo,1.7161,NR,NR,NR,999
34,1,34,352.4546,10.0995,TI_4,safe,0,PENNY,dentists_office,TO,SM,SMI_Hi,2.0345,NR,NR,NR,999
35,1,35,362.5811,10.3754,TI_2,safe,0,OPIUM,bookstore,TO,SM,SMI_Lo,1.7522,NR,NR,NR,999
36,1,36,372.9841,9.1784,F,safe,0,TEETH,foil,TI,FA,FAI_Lo,1.9144,NR,NR,NR,999
37,1,37,382.1895,10.572,TO_4,safe,0,EMPEROR,moat,TO,H,HO_Lo,2.2869,NR,NR,NR,999
38,1,38,392.7885,9.1502,F,safe,0,BEAVER,foil,TO,FA,FAO_Hi,1.2045,NR,NR,NR,999
39,1,39,401.9664,9.7568,F,safe,0,LETTUCE,foil,F,CR,CR,1.2309,NR,NR,NR,999
40,1,40,411.7503,9.8097,TI_4,safe,0,CAGE,bakery,TI,H,HI_Lo,2.4778,NR,NR,NR,999
41,1,41,421.5871,9.1189,F,safe,0,POWDER,foil,F,CR,CR,2.8497,NR,NR,NR,999
42,1,42,430.7331,9.6346,F,safe,0,MITTEN,foil,TI,FA,FAI_Lo,2.1125,NR,NR,NR,999
43,2,1,12.0052,9.0852,F,threat,0,CANDLE,foil,F,CR,CR,1.191,NR,NR,NR,999
44,2,2,21.1205,10.5667,TO_4,threat,0,BATON,field_cultivated,TO,H,HO_Lo,1.1883,NR,NR,NR,999
45,2,3,31.7157,10.2005,TI_2,threat,0,HATCHET,swimming_pool,TO,SM,SMI_Lo,1.2337,NR,NR,NR,999
46,2,4,41.9448,9.9134,TO_2,threat,0,GLOVE,bridge,F,M,MI,1.2772,NR,NR,NR,999
47,2,5,51.8875,9.2532,F,threat,0,STORK,foil,F,CR,CR,1.7846,NR,NR,NR,999
48,2,6,61.1693,10.3729,F,threat,0,BRAIN,foil,F,CR,CR,1.4087,NR,NR,NR,999
49,2,7,71.5708,9.5382,TI_4,threat,0,ANCHOR,library,TO,SM,SMI_Lo,2.2906,NR,NR,NR,999
50,2,8,81.1382,10.0967,TI_4,threat,0,DUST,squash_court,TI,H,HI_Lo,1.9543,NR,NR,NR,999
51,2,9,91.2635,11.943,F,threat,0,EAGLE,foil,TI,FA,FAI_Lo,2.5288,NR,NR,NR,999
52,2,10,103.2356,9.6854,TO_2,threat,0,SUBMARINE,crosswalk,TI,SM,SMO_Lo,2.5078,NR,NR,NR,999
53,2,11,112.9501,9.1021,TO_2,threat,0,PENCIL,basketball_court,F,M,MI,1.4072,NR,NR,NR,999
54,2,12,122.0809,9.118,TI_2,threat,0,SCROLL,movie_theater,TI,H,HI_Lo,1.527,NR,NR,NR,999
55,2,13,131.2277,11.6815,TO_4,threat,0,HAWK,lighthouse,TO,H,HO_Lo,1.7351,NR,NR,NR,999
56,2,14,142.9383,10.4705,TI_4,threat,0,OTTER,jacuzzi,TO,SM,SMI_Lo,1.5209,NR,NR,NR,999
57,2,15,153.4375,9.4187,TI_2,threat,0,TORNADO,parlor,TO,SM,SMI_Lo,3.9535,NR,NR,NR,999
58,2,16,162.8869,11.3899,F,threat,1,DOLL,foil,NR,NR,NR,999,NR,NR,NR,999
59,2,17,174.3062,9.9225,F,threat,0,ROSE,foil,NR,NR,NR,999,NR,NR,NR,999
60,2,18,184.2575,11.1874,TO_2,threat,0,OLIVE,railroad_track,NR,NR,NR,999,NR,NR,NR,999
61,2,19,195.4744,9.8073,TO_2,threat,0,CRAB,baseball_field,NR,NR,NR,999,NR,NR,NR,999
62,2,20,205.3111,10.1077,TO_4,threat,0,RAKE,mountain,TO,H,HO_Lo,1.0788,NR,NR,NR,999
63,2,21,215.4477,10.9948,F,threat,0,LAMB,foil,TO,FA,FAO_Lo,1.2543,NR,NR,NR,999
64,2,22,226.4716,9.1257,TI_2,threat,0,SEAL,ice_cream_parlor,TO,SM,SMI_Lo,1.4326,NR,NR,NR,999
65,2,23,235.6266,10.5543,TO_4,threat,0,SCOOTER,picnic_area,TO,H,HO_Lo,2.0331,NR,NR,NR,999
66,2,24,246.2098,9.3752,F,threat,0,GORILLA,foil,F,CR,CR,1.2557,NR,NR,NR,999
67,2,25,255.6138,9.9324,TI_4,threat,0,TRIBE,baggage_claim,TI,H,HI_Lo,2.0718,NR,NR,NR,999
68,2,26,265.5756,9.8961,TI_4,threat,0,HONEY,butchers_shop,TI,H,HI_Lo,1.7437,NR,NR,NR,999
69,2,27,275.5006,11.6208,F,threat,0,NEST,foil,TO,FA,FAO_Lo,2.1448,NR,NR,NR,999
70,2,28,287.1504,12.3255,TI_4,threat,0,TOWEL,catacomb,TI,H,HI_Lo,2.4123,NR,NR,NR,999
71,2,29,299.5054,9.2754,TI_2,threat,0,STOMACH,game_room,TO,SM,SMI_Lo,2.3036,NR,NR,NR,999
72,2,30,308.8098,9.9895,F,threat,0,VELVET,foil,F,CR,CR,1.1983,NR,NR,NR,999
73,2,31,318.8285,10.7114,F,threat,0,BRACELET,foil,F,CR,CR,1.1942,NR,NR,NR,999
74,2,32,329.569,9.6894,TO_4,threat,0,JACKET,pond,F,M,MI,1.8762,NR,NR,NR,999
75,2,33,339.2875,12.3292,TI_2,threat,0,GOAT,diner,TI,H,HI_Lo,2.203,NR,NR,NR,999
76,2,34,351.6463,11.3364,TI_2,threat,0,KNIFE,archive,TI,H,HI_Lo,1.602,NR,NR,NR,999
77,2,35,363.0119,10.6531,TO_4,threat,0,ACCORDIAN,ice_floe,TO,H,HO_Lo,1.488,NR,NR,NR,999
78,2,36,373.6941,9.1477,F,threat,0,SYRUP,foil,F,CR,CR,1.2332,NR,NR,NR,999
79,2,37,382.8714,9.7605,F,threat,0,CLOAK,foil,F,CR,CR,1.1645,NR,NR,NR,999
80,2,38,392.6608,11.2684,TO_4,threat,0,BROOM,creek,TO,H,HO_Lo,2.4982,NR,NR,NR,999
81,2,39,403.9582,9.7555,F,threat,0,SNAIL,foil,TO,FA,FAO_Lo,1.7364,NR,NR,NR,999
82,2,40,413.7435,9.1779,TI_4,threat,0,SWORD,beauty_salon,TO,SM,SMI_Lo,2.3205,NR,NR,NR,999
83,2,41,422.9506,9.754,TO_2,threat,0,EASEL,herb_garden,TO,H,HO_Lo,1.5849,NR,NR,NR,999
84,2,42,432.7337,9.6337,TO_2,threat,0,OMELET,hill,TO,H,HO_Lo,2.2001,NR,NR,NR,999
85,3,1,12.0034,9.7816,F,safe,0,RING,foil,TI,FA,FAI_Lo,1.5755,NR,NR,NR,999
86,3,2,21.8168,9.3895,TO_2,safe,0,BARREL,boathouse,TO,H,HO_Lo,1.9559,NR,NR,NR,999
87,3,3,31.237,9.2516,F,safe,0,WHIP,foil,F,CR,CR,1.2517,NR,NR,NR,999
88,3,4,40.5193,9.8956,TO_2,safe,0,CRADLE,harbor,TI,SM,SMO_Lo,1.5485,NR,NR,NR,999
89,3,5,50.4449,11.1858,TI_2,safe,0,BELL,playroom,TI,H,HI_Lo,1.7257,NR,NR,NR,999
90,3,6,61.6611,9.6845,F,safe,0,SAXOPHONE,foil,F,CR,CR,1.28,NR,NR,NR,999
