index,run,trial,onset,duration,cond,repType,repCount,word,pic,resp,respRT,ISIresp,ISIrespRT
1,1,1,10.0045,1.9972,WI,4,1,NOODLE,orchestra_pit,UR,1.6891,NR,3.0000
2,1,2,22.0606,-10.0586,WO,4,1,BROOM,marsh,R,2.3901,NR,3.0000
3,1,3,34.1116,-22.1097,WI,4,1,QUAIL,subway_interior,NR,999.0000,UR,3.3434
4,1,4,46.1641,-34.1619,WI,2,1,TROPHY,locker_room,R,1.2823,NR,3.0000
5,1,5,58.2168,-46.2160,WO,2,1,CANNON,athletic_field,R,2.4306,NR,3.0000
6,1,6,70.2681,-58.2664,WO,2,1,ROCK,oilrig,R,2.7264,NR,3.0000
7,1,7,82.3208,-70.3196,WI,4,2,QUAIL,subway_interior,NR,999.0000,R,3.3648
8,1,8,94.3724,-82.3702,WI,2,1,KILT,elevator,UR,2.1584,NR,3.0000
9,1,9,106.4250,-94.4233,WO,4,1,SPATULA,cottage_garden,UR,2.7839,NR,3.0000
10,1,10,118.4776,-106.4754,WI,4,1,NIGHTGOWN,basement,R,1.4930,NR,3.0000
11,1,11,130.5304,-118.5291,WI,4,1,DESK,natural_history_museum,UR,2.4425,NR,3.0000
12,1,12,142.5827,-130.5817,WO,2,1,FORK,canyon,UR,2.5838,NR,3.0000
13,1,13,154.6343,-142.6327,WI,4,1,JUGGLER,ball_pit,R,1.9170,NR,3.0000
14,1,14,166.6863,-154.6855,WI,4,2,DESK,natural_history_museum,R,1.5075,NR,3.0000
15,1,15,178.7380,-166.7370,WI,2,1,VINE,auditorium,UR,1.5372,NR,3.0000
16,1,16,190.7896,-178.7883,WO,2,1,SYRUP,crevasse,R,2.1092,NR,3.0000
17,1,17,202.8418,-190.8403,WI,2,1,SCOOTER,movie_theater,UR,2.9910,NR,3.0000
18,1,18,214.8939,-202.8931,WI,2,1,HAM,florist_shop,NR,999.0000,UR,3.2679
19,1,19,226.9452,-214.9434,WI,4,2,NOODLE,orchestra_pit,R,2.3308,NR,3.0000
20,1,20,238.9984,-226.9973,WO,4,2,BROOM,marsh,R,1.6619,NR,3.0000
21,1,21,251.0500,-239.0478,WI,4,1,ACROBAT,galley,R,2.6563,NR,3.0000
22,1,22,263.1033,-251.1016,WO,4,1,GORILLA,baseball_field,R,2.5353,NR,3.0000
23,1,23,275.1557,-263.1543,WO,4,1,TIGER,field_wild,R,1.9851,NR,3.0000
24,1,24,287.2076,-275.2059,WO,2,1,EAGLE,park,UR,2.7640,NR,3.0000
25,1,25,299.2605,-287.2586,WI,2,1,DETECTIVE,butchers_shop,R,2.5857,NR,3.0000
26,1,26,311.3136,-299.3121,WO,2,1,WALNUT,orchard,R,1.4454,NR,3.0000
27,1,27,323.3664,-311.3655,WO,4,1,DRUM,rope_bridge,R,1.7482,NR,3.0000
28,1,28,335.4180,-323.4163,WI,4,2,ACROBAT,galley,R,1.3428,NR,3.0000
29,1,29,347.4705,-335.4686,WO,2,1,SNOW,harbor,NR,999.0000,R,3.0943
30,1,30,359.5236,-347.5214,WO,4,1,BEAVER,balcony,R,1.8572,NR,3.0000
31,1,31,371.5764,-359.5749,WI,4,2,JUGGLER,ball_pit,R,1.3606,NR,3.0000
32,1,32,383.6292,-371.6279,WO,4,2,GORILLA,baseball_field,R,1.6858,NR,3.0000
33,1,33,395.6810,-383.6798,WI,4,1,PASTE,casino,UR,2.1557,NR,3.0000
34,1,34,407.7328,-395.7319,WI,4,2,PASTE,casino,R,1.6560,NR,3.0000
35,1,35,419.7849,-407.7832,WO,4,1,MANURE,forest_needleleaf,UR,2.3308,NR,3.0000
36,1,36,431.8374,-419.8357,WI,2,1,SADDLE,fastfood_restaurant,R,2.6248,NR,3.0000
37,1,37,443.8904,-431.8881,WO,4,2,TIGER,field_wild,R,0.9519,NR,3.0000
38,1,38,455.9433,-443.9416,WO,4,2,BEAVER,balcony,R,1.2853,NR,3.0000
39,1,39,467.9959,-455.9945,WI,4,2,NIGHTGOWN,basement,R,1.0782,NR,3.0000
40,1,40,480.0486,-468.0464,WO,4,2,MANURE,forest_needleleaf,R,1.2834,NR,3.0000
41,1,41,492.1016,-480.1003,WO,4,2,DRUM,rope_bridge,R,1.0084,NR,3.0000
42,1,42,504.1543,-492.1523,WO,4,2,SPATULA,cottage_garden,R,2.6290,NR,3.0000
43,2,19,10.0016,1.9997,WO,4,1,SLIPPER,fishpond,R,2.3921,NR,3.0000
44,2,20,22.0672,-10.0662,WI,4,1,ALLIGATOR,garage,R,2.4117,NR,3.0000
45,2,21,34.1314,-22.1295,WI,4,1,TORNADO,dentists_office,UR,2.3749,NR,3.0000
46,2,22,46.1953,-34.1937,WO,4,1,BOOT,inn,R,2.0828,NR,3.0000
47,2,23,58.2595,-46.2573,WO,4,1,CHEESE,butte,R,1.6774,NR,3.0000
48,2,24,70.3239,-58.3223,WI,4,1,CLARINET,escalator,R,1.7749,NR,3.0000
49,2,25,82.3875,-70.3865,WO,4,2,SLIPPER,fishpond,R,1.0234,NR,3.0000
50,2,26,94.4512,-82.4495,WI,4,1,EYE,boxing_ring,R,1.7992,NR,3.0000
51,2,27,106.5152,-94.5135,WI,4,2,CLARINET,escalator,R,0.9718,NR,3.0000
52,2,28,118.5795,-106.5773,WO,4,1,MOUSE,playground,R,2.5688,NR,3.0000
53,2,29,130.6439,-118.6432,WO,4,1,CHOCOLATE,carrousel,NR,999.0000,R,3.7271
54,2,30,142.7070,-130.7057,WO,4,1,RACQUET,house,R,2.4494,NR,3.0000
55,2,31,154.7712,-142.7701,WI,2,1,NECKLACE,burial_chamber,R,1.6708,NR,3.0000
56,2,32,166.8344,-154.8335,WI,2,1,STOOL,bakery,R,1.9872,NR,3.0000
57,2,33,178.8979,-166.8959,WO,2,1,QUARTER,hot_tub,UR,2.8559,NR,3.0000
58,2,34,190.9620,-178.9604,WO,2,1,FLASK,bullring,R,1.5975,NR,3.0000
59,2,35,203.0262,-191.0241,WI,2,1,VELVET,train_station,R,2.4207,NR,3.0000
60,2,36,215.0911,-203.0903,WI,4,1,OLIVE,kennel,R,2.6409,NR,3.0000
61,2,37,227.1543,-215.1528,WO,2,1,WHEAT,basketball_court,UR,2.5344,NR,3.0000
62,2,38,239.2186,-227.2164,WI,4,2,EYE,boxing_ring,R,1.0005,NR,3.0000
63,2,39,251.2832,-239.2816,WO,4,1,FOX,manufactured_home,R,2.3809,NR,3.0000
64,2,40,263.3470,-251.3458,WI,4,2,ALLIGATOR,garage,R,1.3800,NR,3.0000
