index,run,trial,onset,duration,cond,shockCond,shockTrial,target,associate,resp,acc,accSpec,respRT,ISIresp,ISIacc,ISIaccSpec,ISIrespRT
1,1,1,12.0255,11.1932,TI_4,safe,0,HIGHWAY,library,TI,H,HI_Hi,1.8830,NR,NR,NR,999.0000
2,1,2,23.2482,10.0931,TI_2,safe,0,QUAIL,escalator,TO,SM,SMI_Hi,2.0681,NR,NR,NR,999.0000
3,1,3,33.3783,10.5463,F,safe,0,SCISSORS,foil,F,CR,CR,3.0251,NR,NR,NR,999.0000
4,1,4,43.9532,9.8965,TI_2,safe,0,CANNON,airplane_cabin,TI,H,HI_Hi,2.1481,NR,NR,NR,999.0000
5,1,5,53.8778,10.7118,F,safe,0,TRAY,foil,F,CR,CR,1.1314,NR,NR,NR,999.0000
6,1,6,64.6196,9.1003,TO_4,safe,0,ACCORDIAN,athletic_field,TI,SM,SMO_Hi,1.8788,NR,NR,NR,999.0000
7,1,7,73.7485,9.3928,TI_4,safe,0,PENNY,garage,TI,H,HI_Hi,1.3459,NR,NR,NR,999.0000
8,1,8,83.1698,10.3722,TI_2,safe,0,POWDER,closet,TO,SM,SMI_Hi,2.1318,NR,NR,NR,999.0000
9,1,9,93.5712,10.9959,TI_2,safe,0,UMBRELLA,bookstore,TI,H,HI_Hi,1.7223,NR,NR,NR,999.0000
10,1,10,104.5957,9.1501,F,safe,0,MEDAL,foil,F,CR,CR,1.0364,NR,NR,NR,999.0000
11,1,11,113.7745,9.7628,TI_4,safe,0,CAGE,cafeteria,F,M,MI,3.5666,NR,NR,NR,999.0000
12,1,12,123.5663,9.9885,TO_4,safe,0,LAMB,dock,TO,H,HO_Hi,2.0408,NR,NR,NR,999.0000
13,1,13,133.5834,9.6878,F,safe,0,SHOWER,foil,F,CR,CR,1.1051,NR,NR,NR,999.0000
14,1,14,143.2995,11.3382,TO_4,safe,0,EYE,islet,TI,SM,SMO_Hi,1.3186,NR,NR,NR,999.0000
15,1,15,154.6667,9.1255,TI_4,safe,0,HAM,toyshop,TO,SM,SMI_Hi,1.6488,NR,NR,NR,999.0000
16,1,16,163.8211,9.9313,TO_2,safe,0,TWEEZERS,creek,TO,H,HO_Hi,2.7027,NR,NR,NR,999.0000
17,1,17,173.7812,9.9228,TO_2,safe,0,ARROW,aqueduct,TO,H,HO_Hi,1.7105,NR,NR,NR,999.0000
18,1,18,183.7332,11.6211,TI_2,safe,0,PENCIL,pantry,F,M,MI,1.7434,NR,NR,NR,999.0000
19,1,19,195.3831,9.2773,F,safe,0,ANCHOR,foil,F,CR,CR,1.5201,NR,NR,NR,999.0000
20,1,20,204.6892,9.9127,TO_2,safe,0,VIOLIN,plaza,TO,H,HO_Hi,1.9223,NR,NR,NR,999.0000
