index,run,trial,onset,duration,cond,shockCond,shockTrial,target,associate,resp,acc,accSpec,respRT,ISIresp,ISIacc,ISIaccSpec,ISIrespRT
1,1,1,12.0288,11.1913,F,threat,0,VINE,foil,F,CR,CR,1.6475,NR,NR,NR,999.0000
2,1,2,23.2486,10.1043,F,threat,0,SCAB,foil,F,CR,CR,1.4103,NR,NR,NR,999.0000
3,1,3,33.3901,9.2467,TI_2,threat,0,TROLLEY,bus_interior,TI,H,HI_Hi,1.9086,NR,NR,NR,999.0000
4,1,4,42.6651,10.3744,TO_2,threat,0,RUDDER,electrical_substation,TI,SM,SMO_Hi,1.7939,NR,NR,NR,999.0000
5,1,5,53.0678,9.9331,TO_4,threat,0,BARREL,promenade_deck,TI,SM,SMO_Lo,3.3338,NR,NR,NR,999.0000
6,1,6,63.0300,9.1012,TO_4,threat,0,CANDLE,dock,TI,SM,SMO_Lo,1.9294,NR,NR,NR,999.0000
7,1,7,72.1595,11.3373,TO_2,threat,0,WHIP,islet,TO,H,HO_Lo,1.6151,NR,NR,NR,999.0000
8,1,8,83.5251,9.9240,F,threat,0,RAKE,foil,F,CR,CR,1.3296,NR,NR,NR,999.0000
9,1,9,93.4786,10.1978,TO_2,threat,0,TIGER,hotel,F,M,MI,1.5327,NR,NR,NR,999.0000
10,1,10,103.7050,9.5379,F,threat,0,STORK,foil,F,CR,CR,1.4930,NR,NR,NR,999.0000
11,1,11,113.2714,10.5699,TI_4,threat,0,CLOAK,stable,TI,H,HI_Hi,1.6076,NR,NR,NR,999.0000
12,1,12,123.8701,11.9430,TI_4,threat,0,SAIL,attic,TO,SM,SMI_Hi,1.8596,NR,NR,NR,999.0000
13,1,13,135.8427,9.7620,TO_4,threat,0,TYPEWRITER,forest_path,F,M,MI,1.4287,NR,NR,NR,999.0000
14,1,14,145.6335,10.0963,F,threat,0,WHEAT,foil,F,CR,CR,1.8891,NR,NR,NR,999.0000
15,1,15,155.7591,10.7086,F,threat,0,SOUP,foil,TI,FA,FAI_Lo,2.5265,NR,NR,NR,999.0000
16,1,16,166.4965,9.1491,TI_4,threat,0,SCISSORS,volleyball_court,TI,H,HI_Lo,1.2199,NR,NR,NR,999.0000
17,1,17,175.6745,9.3911,F,threat,0,QUILL,foil,TI,FA,FAI_Lo,1.4705,NR,NR,NR,999.0000
18,1,18,185.0950,12.3236,TO_2,threat,0,LAMB,forest_needleleaf,TO,H,HO_Lo,1.4614,NR,NR,NR,999.0000
19,1,19,197.4472,9.1175,TI_4,threat,0,RACQUET,archive,TI,H,HI_Lo,2.1078,NR,NR,NR,999.0000
20,1,20,206.5935,9.7559,F,threat,0,GOAT,foil,TO,FA,FAO_Lo,1.7344,NR,NR,NR,999.0000
21,1,21,216.3788,9.6881,TI_2,threat,0,ORANGE,beauty_salon,TO,SM,SMI_Hi,2.4656,NR,NR,NR,999.0000
22,1,22,226.0959,9.6878,TI_2,threat,0,QUARTER,natural_history_museum,TI,H,HI_Lo,1.7367,NR,NR,NR,999.0000
23,1,23,235.8125,9.6347,TO_4,threat,0,SCORPION,fire_escape,TI,SM,SMO_Hi,1.9151,NR,NR,NR,999.0000
24,1,24,245.4768,11.6204,TO_4,threat,0,WORM,fire_station,TO,H,HO_Lo,2.3010,NR,NR,NR,999.0000
25,1,25,257.1261,9.9132,F,threat,0,SYRUP,foil,F,CR,CR,1.2892,NR,NR,NR,999.0000
26,1,26,267.0681,9.1779,TI_2,threat,0,BAYONET,ice_cream_parlor,TI,H,HI_Lo,3.5235,NR,NR,NR,999.0000
