index,run,trial,onset,duration,cond,shockCond,shockTrial,target,associate,resp,acc,accSpec,respRT,ISIresp,ISIacc,ISIaccSpec,ISIrespRT
1,1,1,12.0259,9.6930,F,safe,0,CANNON,foil,F,CR,CR,2.7288,NR,NR,NR,999.0000
2,1,2,21.7475,9.1773,TI_4,safe,0,PUDDLE,music_studio,TO,SM,SMI_Hi,1.8785,NR,NR,NR,999.0000
3,1,3,30.9612,9.7994,F,safe,0,TROPHY,foil,TI,FA,FAI_Hi,1.5143,NR,NR,NR,999.0000
4,1,4,40.7892,10.1995,F,safe,0,ALLIGATOR,foil,F,CR,CR,2.8154,NR,NR,NR,999.0000
5,1,5,51.0162,11.6841,TO_4,safe,0,MUSSEL,labyrinth,TO,H,HO_Lo,2.1742,NR,NR,NR,999.0000
6,1,6,62.7285,9.2756,TO_4,safe,0,HELMET,hot_spring,TI,SM,SMO_Lo,1.0945,NR,NR,NR,999.0000
7,1,7,72.0326,10.1087,TI_2,safe,0,WORM,candy_store,TI,H,HI_Hi,1.6088,NR,NR,NR,999.0000
8,1,8,82.1698,10.0962,TI_4,safe,0,WRENCH,lecture_room,TO,SM,SMI_Lo,1.8564,NR,NR,NR,999.0000
9,1,9,92.2949,9.1258,TI_2,safe,0,SYRUP,parlor,TI,H,HI_Lo,1.4834,NR,NR,NR,999.0000
10,1,10,101.4491,9.0607,TO_2,safe,0,QUILL,canal,TI,SM,SMO_Hi,1.4006,NR,NR,NR,999.0000
11,1,11,110.5384,10.4697,F,safe,0,PUMPKIN,foil,F,CR,CR,3.9259,NR,NR,NR,999.0000
12,1,12,121.0369,9.9138,TI_2,safe,0,BENCH,cubicle,TO,SM,SMI_Hi,1.6333,NR,NR,NR,999.0000
13,1,13,130.9793,10.9972,F,safe,0,PIANO,foil,F,CR,CR,1.7122,NR,NR,NR,999.0000
14,1,14,142.0050,11.6229,F,safe,0,WOLF,foil,TI,FA,FAI_Lo,2.0122,NR,NR,NR,999.0000
15,1,15,153.6560,9.3757,F,safe,0,KILT,foil,TO,FA,FAO_Lo,1.4094,NR,NR,NR,999.0000
16,1,16,163.0601,9.6908,TO_4,safe,0,MEDICINE,pasture,TI,SM,SMO_Hi,1.6552,NR,NR,NR,999.0000
17,1,17,172.7792,11.9426,TI_2,safe,0,COFFEE,clothing_store,F,M,MI,3.5395,NR,NR,NR,999.0000
18,1,18,184.7509,10.5709,F,safe,0,QUARTER,foil,F,CR,CR,1.7987,NR,NR,NR,999.0000
