index,run,trial,onset,duration,cond,shockCond,shockTrial,target,associate,resp,acc,accSpec,respRT,ISIresp,ISIacc,ISIaccSpec,ISIrespRT
1,1,1,12.0265,9.1230,F,safe,0,COFFEE,foil,F,CR,CR,1.1064,NR,NR,NR,999.0000
2,1,2,21.1780,10.0940,TO_4,safe,0,BATON,beach,TO,H,HO_Hi,1.3879,NR,NR,NR,999.0000
3,1,3,31.3087,9.4118,TO_4,safe,0,GLOBE,amusement_park,TO,H,HO_Hi,1.0937,NR,NR,NR,999.0000
4,1,4,40.7485,11.6219,TI_2,safe,0,ROPE,galley,TO,SM,SMI_Hi,1.5216,NR,NR,NR,999.0000
5,1,5,52.3984,9.3917,TI_4,safe,0,APPLE,bedroom,TI,H,HI_Hi,2.3184,NR,NR,NR,999.0000
6,1,6,61.8185,11.1893,TI_4,safe,0,TOWEL,office,TI,H,HI_Lo,1.9502,NR,NR,NR,999.0000
7,1,7,73.0352,9.9132,F,safe,0,FOX,foil,F,CR,CR,1.7228,NR,NR,NR,999.0000
8,1,8,82.9764,10.9975,TO_4,safe,0,BLANKET,lighthouse,F,M,MI,1.5794,NR,NR,NR,999.0000
9,1,9,94.0023,10.1995,TI_4,safe,0,PIGEON,swimming_pool,TI,H,HI_Lo,1.7503,NR,NR,NR,999.0000
10,1,10,104.2297,9.7563,TO_4,safe,0,MAGICIAN,fire_escape,TO,H,HO_Hi,1.4833,NR,NR,NR,999.0000
11,1,11,114.0141,9.0603,TI_2,safe,0,BANDAGE,shoe_shop,TI,H,HI_Lo,2.2553,NR,NR,NR,999.0000
12,1,12,123.1030,9.1027,TO_4,safe,0,PEDAL,islet,TO,H,HO_Hi,1.6452,NR,NR,NR,999.0000
13,1,13,132.2339,11.3370,TI_4,safe,0,PENNY,bus_interior,TO,SM,SMI_Hi,3.2857,NR,NR,NR,999.0000
14,1,14,143.5992,9.3772,F,safe,0,BARREL,foil,F,CR,CR,1.5833,NR,NR,NR,999.0000
15,1,15,153.0050,9.6331,TI_2,safe,0,ELEPHANT,basement,TI,H,HI_Hi,3.8936,TI,H,HI_Hi,0.1940
16,1,16,162.6662,9.1494,F,safe,0,OLIVE,foil,F,CR,CR,1.4054,NR,NR,NR,999.0000
17,1,17,171.8435,10.3734,F,safe,0,CAMERA,foil,F,CR,CR,1.5009,NR,NR,NR,999.0000
18,1,18,182.2457,10.7105,TI_4,safe,0,CHERRY,parlor,TI,H,HI_Hi,1.6065,NR,NR,NR,999.0000
19,1,19,192.9845,11.6830,TO_2,safe,0,BAYONET,ocean,TO,H,HO_Hi,2.2246,NR,NR,NR,999.0000
20,1,20,204.6957,10.5541,F,safe,0,STORK,foil,F,CR,CR,1.2744,NR,NR,NR,999.0000
21,1,21,215.2786,12.3254,TI_2,safe,0,BUTTER,candy_store,TI,H,HI_Hi,2.4682,NR,NR,NR,999.0000
22,1,22,227.6323,9.7627,F,safe,0,FIDDLE,foil,F,CR,CR,1.6206,NR,NR,NR,999.0000
23,1,23,237.4234,10.5704,TO_2,safe,0,FENCE,mosque,F,M,MI,1.5943,NR,NR,NR,999.0000
24,1,24,248.0227,11.9430,F,safe,0,KNIFE,foil,F,CR,CR,1.1981,NR,NR,NR,999.0000
25,1,25,259.9939,9.1803,TO_2,safe,0,CRAB,gas_station,F,M,MI,2.1910,NR,NR,NR,999.0000
26,1,26,269.2026,9.9324,TI_2,safe,0,SOOT,bathroom,TI,H,HI_Hi,2.0281,NR,NR,NR,999.0000
27,1,27,279.1643,10.6526,TO_4,safe,0,DOVE,fountain,TO,H,HO_Hi,1.9327,NR,NR,NR,999.0000
28,1,28,289.8456,10.4715,F,safe,0,BALLOON,foil,F,CR,CR,1.7574,NR,NR,NR,999.0000
29,1,29,300.3464,9.6887,TO_4,safe,0,SHARK,rice_paddy,F,M,MI,1.7060,NR,NR,NR,999.0000
30,1,30,310.0641,9.8980,F,safe,0,CLOAK,foil,F,CR,CR,1.6926,NR,NR,NR,999.0000
