index,run,trial,onset,duration,cond,repType,repCount,word,pic,resp,respRT,ISIresp,ISIrespRT
1,1,1,10.0071,1.9952,WO,4,1,BATON,beach,UR,1.8942,NR,3.0000
2,1,2,22.0649,-10.0631,WO,2,1,DOUGHNUT,dock,R,2.3653,NR,3.0000
3,1,3,34.1169,-22.1155,WI,4,1,TOWEL,office,R,1.5436,NR,3.0000
4,1,4,46.1703,-34.1691,WI,2,1,ELEPHANT,basement,R,2.1799,NR,3.0000
5,1,5,58.2238,-46.2214,WI,4,2,TOWEL,office,R,1.7711,NR,3.0000
6,1,6,70.2778,-58.2757,WO,4,1,MAGICIAN,fire_escape,R,2.3613,NR,3.0000
7,1,7,82.3322,-70.3299,WI,4,1,WAND,courtroom,R,2.1420,NR,3.0000
8,1,8,94.3861,-82.3851,WO,2,1,SCISSORS,amphitheater,R,2.9007,NR,3.0000
9,1,9,106.4388,-94.4370,WO,2,1,CRAB,gas_station,UR,2.2900,NR,3.0000
10,1,10,118.4924,-106.4894,WI,4,1,PENNY,bus_interior,R,1.1854,NR,3.0000
11,1,11,130.5471,-118.5450,WI,4,1,CHERRY,parlor,UR,2.0301,NR,3.0000
12,1,12,142.6016,-130.5998,WO,4,1,GLOBE,amusement_park,R,1.2986,NR,3.0000
13,1,13,154.6554,-142.6538,WI,2,1,ROPE,galley,R,1.4245,NR,3.0000
14,1,14,166.7088,-154.7079,WI,2,1,BANDAGE,shoe_shop,UR,2.0153,NR,3.0000
15,1,15,178.7619,-166.7600,WO,4,1,SHARK,rice_paddy,R,1.2535,NR,3.0000
16,1,16,190.8160,-178.8151,WO,2,1,FENCE,mosque,UR,1.9933,NR,3.0000
17,1,17,202.8693,-190.8672,WI,4,1,PIGEON,swimming_pool,R,2.1991,NR,3.0000
18,1,18,214.9232,-202.9212,WO,4,1,BLANKET,lighthouse,R,1.3351,NR,3.0000
19,1,19,226.9771,-214.9754,WI,2,1,BUTTER,candy_store,UR,2.4773,NR,3.0000
20,1,20,239.0313,-227.0291,WI,4,1,APPLE,bedroom,UR,2.8099,NR,3.0000
21,1,21,251.0854,-239.0836,WI,2,1,ASPIRIN,kennel,R,2.0220,NR,3.0000
22,1,22,263.1397,-251.1388,WO,4,1,PEDAL,islet,UR,2.7500,NR,3.0000
23,1,23,275.1924,-263.1902,WI,4,1,CHICKEN,kitchen,R,1.1627,NR,3.0000
24,1,24,287.2466,-275.2452,WI,4,2,CHERRY,parlor,NR,999.0000,NR,3.0000
25,1,25,299.3007,-287.3000,WO,4,1,DOVE,fountain,R,1.4546,NR,3.0000
26,1,26,311.3535,-299.3515,WO,4,2,BATON,beach,UR,2.2989,NR,3.0000
27,1,27,323.4080,-311.4062,WI,4,2,WAND,courtroom,R,1.0651,NR,3.0000
28,1,28,335.4619,-323.4611,WO,4,2,BLANKET,lighthouse,R,1.3360,NR,3.0000
29,1,29,347.5148,-335.5140,WO,2,1,STAPLER,ice_shelf,UR,2.1318,NR,3.0000
30,1,30,359.5682,-347.5668,WI,4,2,PENNY,bus_interior,R,0.9540,NR,3.0000
31,1,31,371.6216,-359.6201,WO,4,2,MAGICIAN,fire_escape,R,1.9929,NR,3.0000
32,1,32,383.6755,-371.6737,WI,2,1,SOOT,bathroom,UR,1.9340,NR,3.0000
33,1,33,395.7291,-383.7281,WO,4,2,GLOBE,amusement_park,R,1.2354,NR,3.0000
34,1,34,407.7823,-395.7813,WO,4,2,PEDAL,islet,R,2.2556,NR,3.0000
35,1,35,419.8358,-407.8347,WO,4,2,SHARK,rice_paddy,R,1.7173,NR,3.0000
36,1,36,431.8892,-419.8878,WI,2,1,MAP,amusement_arcade,R,1.8115,NR,3.0000
37,1,37,443.9434,-431.9414,WI,4,2,APPLE,bedroom,UR,2.4659,NR,3.0000
38,1,38,455.9976,-443.9957,WI,4,2,PIGEON,swimming_pool,R,1.9028,NR,3.0000
39,1,39,468.0518,-456.0496,WO,2,1,NEEDLE,hayfield,R,1.6290,NR,3.0000
40,1,40,480.1067,-468.1049,WO,2,1,BAYONET,ocean,R,1.7141,NR,3.0000
41,1,41,492.1607,-480.1596,WI,4,2,CHICKEN,kitchen,R,1.2704,NR,3.0000
42,1,42,504.2138,-492.2120,WO,4,2,DOVE,fountain,R,1.3900,NR,3.0000
43,2,19,10.0010,2.0011,WO,4,1,HAWK,river,R,1.6947,NR,3.0000
44,2,20,22.0671,-10.0656,WI,2,1,HONEY,computer_room,UR,2.5084,NR,3.0000
45,2,21,34.1305,-22.1290,WI,2,1,SHOVEL,aquarium,R,2.0499,NR,3.0000
46,2,22,46.1936,-34.1921,WI,4,1,KEG,chicken_coop,R,1.6943,R,6.7622
47,2,23,58.2562,-46.2547,WO,4,1,DRUG,construction_site,NR,999.0000,UR,3.0478
48,2,24,70.3195,-58.3187,WO,2,1,TULIP,landing_deck,UR,2.5461,NR,7.1874
49,2,25,82.3818,-70.3798,WI,4,2,KEG,chicken_coop,R,1.4793,R,9.9058
50,2,26,94.4454,-82.4441,WO,4,1,SEAL,promenade_deck,R,1.2520,NR,3.0000
51,2,27,106.5088,-94.5068,WI,4,1,RICE,music_store,UR,2.0343,NR,3.0000
52,2,28,118.5722,-106.5715,WO,2,1,SQUIRREL,corral,R,1.9422,NR,3.0000
53,2,29,130.6353,-118.6346,WI,4,1,RASH,airplane_cabin,R,2.2535,NR,3.0000
54,2,30,142.6975,-130.6962,WI,2,1,SCROLL,natural_history_museum,UR,2.7140,NR,3.0000
55,2,31,154.7603,-142.7582,WI,4,1,SNAIL,banquet_hall,R,1.6557,NR,3.0000
56,2,32,166.8245,-154.8222,WO,2,1,TIGER,athletic_field,UR,2.1398,NR,3.0000
57,2,33,178.8884,-166.8856,WO,4,1,PASSPORT,fire_station,R,1.7791,NR,3.0000
58,2,34,190.9527,-178.9507,WO,4,1,GARBAGE,canal,R,1.9260,NR,3.0000
59,2,35,203.0160,-191.0151,WI,2,1,VODKA,escalator,R,2.6205,NR,3.0000
60,2,36,215.0786,-203.0766,WO,4,2,GARBAGE,canal,R,1.4223,NR,3.0000
61,2,37,227.1425,-215.1407,WI,2,1,CARROT,throne_room,UR,2.0346,NR,3.0000
62,2,38,239.2060,-227.2048,WI,4,1,FAN,athletic_field,R,1.4234,NR,3.0000
63,2,39,251.2693,-239.2673,WO,4,2,HAWK,river,R,1.3755,NR,3.0000
64,2,40,263.3327,-251.3306,WI,4,2,RASH,airplane_cabin,R,1.5026,NR,3.0000
65,2,41,275.3965,-263.3957,WO,4,1,ACCORDIAN,crosswalk,R,1.8974,NR,3.0000
66,2,42,287.4597,-275.4587,WI,4,2,FAN,athletic_field,R,0.8309,NR,3.0000
67,2,43,299.5225,-287.5211,WO,4,2,ACCORDIAN,crosswalk,R,1.5142,NR,3.0000
68,2,44,311.5861,-299.5850,WI,4,1,ORCHID,reception,R,1.6016,NR,3.0000
69,2,45,323.6493,-311.6479,WO,2,1,WALLET,garbage_dump,R,1.7041,NR,3.0000
70,2,46,335.7124,-323.7105,WO,4,1,SPONGE,oil_refinery,UR,2.0687,NR,3.0000
71,2,47,347.7761,-335.7753,WO,4,2,DRUG,construction_site,NR,999.0000,UR,3.0276
72,2,48,359.8387,-347.8367,WI,4,1,SADDLE,elevator,UR,2.0136,NR,3.0000
73,2,49,371.9030,-359.9004,WO,4,2,PASSPORT,fire_station,R,1.6030,NR,3.0000
74,2,50,383.9670,-371.9655,WO,4,2,SPONGE,oil_refinery,UR,2.4880,NR,3.0000
75,2,51,396.0305,-384.0292,WI,4,2,SNAIL,banquet_hall,R,1.0041,NR,3.0000
76,2,52,408.0933,-396.0911,WI,2,1,OTTER,limousine_interior,UR,2.0103,NR,3.0000
77,2,53,420.1571,-408.1557,WI,2,1,TURTLE,nursery,R,1.3513,NR,3.0000
78,2,54,432.2209,-420.2197,WO,4,2,SEAL,promenade_deck,R,1.2520,NR,3.0000
79,2,55,444.2840,-432.2827,WO,2,1,ORANGE,canyon,R,1.6429,NR,3.0000
80,2,56,456.3472,-444.3463,WI,4,2,RICE,music_store,UR,2.1523,NR,3.0000
81,2,57,468.4100,-456.4089,WO,2,1,NAPKIN,raceway,R,2.0047,NR,3.0000
82,2,58,480.4730,-468.4709,WI,4,2,SADDLE,elevator,R,2.4658,NR,3.0000
83,2,59,492.5375,-480.5353,WO,2,1,SWORD,forest_path,R,1.5999,NR,3.0000
84,2,60,504.6012,-492.6002,WI,4,2,ORCHID,reception,R,1.2932,NR,3.0000
85,3,37,10.0015,2.0005,WI,2,1,MEDAL,squash_court,R,1.6826,NR,3.0000
86,3,38,22.0660,-10.0636,WO,4,1,MUSSEL,boat_deck,R,1.9638,NR,3.0000
87,3,39,184.6660,-172.6648,WO,4,1,DAMSEL,house,NR,2.4909,R,3.1636
88,3,40,196.7286,-184.7273,WI,4,1,SYRUP,biology_laboratory,R,2.3580,NR,3.0000
89,3,41,208.7898,-196.7871,WI,4,1,POWDER,tennis_court,R,2.2549,NR,3.0000
90,3,42,220.8520,-208.8508,WO,2,1,PIE,mountain,UR,2.1541,NR,3.0000
91,3,43,232.9136,-220.9123,WI,4,1,LION,restaurant,UR,2.5427,NR,3.0000
92,3,44,244.9744,-232.9728,WO,4,1,LIME,mountain_snowy,UR,2.2238,NR,3.0000
93,3,45,257.0364,-245.0348,WO,4,2,LIME,mountain_snowy,UR,2.8171,NR,3.0000
94,3,46,269.0975,-257.0955,WI,4,1,CANARY,movie_theater,UR,2.5238,NR,3.0000
95,3,47,281.1593,-269.1574,WO,4,1,BELL,pavilion,NR,999.0000,R,3.0244
96,3,48,293.2214,-281.2199,WI,4,2,CANARY,movie_theater,R,2.5155,NR,3.0000
97,3,49,305.2827,-293.2812,WI,4,2,LION,restaurant,R,2.3830,NR,3.0000
98,3,50,317.3444,-305.3432,WO,4,2,MUSSEL,boat_deck,R,1.7353,NR,3.0000
99,3,51,329.4052,-317.4040,WO,4,1,HATCHET,igloo,R,1.5437,NR,3.0000
100,3,52,341.4661,-329.4639,WI,2,1,ARMOR,fastfood_restaurant,UR,2.2612,NR,3.0000
101,3,53,353.5285,-341.5270,WI,2,1,PIANO,florist_shop,UR,2.5208,NR,3.0000
102,3,54,365.5898,-353.5883,WI,4,1,MOUSE,lobby,R,1.6392,NR,3.0000
103,3,55,377.6516,-365.6494,WO,4,2,HATCHET,igloo,R,2.0604,NR,3.0000
104,3,56,389.7135,-377.7126,WI,4,2,SYRUP,biology_laboratory,R,1.8829,NR,3.0000
105,3,57,401.7763,-389.7747,WO,2,1,EAGLE,field_wild,R,1.7358,NR,3.0000
106,3,58,413.8377,-401.8369,WO,4,1,BABY,driving_range,UR,2.3712,NR,3.0000
107,3,59,425.8982,-413.8973,WI,4,1,YACHT,orchestra_pit,R,1.6926,NR,3.0000
108,3,60,437.9593,-425.9585,WI,2,1,SPATULA,hospital_room,UR,2.1649,NR,3.0000
109,3,61,450.0200,-438.0186,WO,2,1,OYSTER,desert,UR,2.1001,NR,3.0000
110,3,62,462.0817,-450.0802,WO,4,2,BELL,pavilion,R,1.8465,NR,3.0000
111,3,63,474.1430,-462.1420,WO,4,2,DAMSEL,house,R,1.3387,NR,3.0000
112,3,64,486.2039,-474.2030,WI,2,1,MEDICINE,pantry,R,2.0952,NR,3.0000
113,3,65,498.2651,-486.2631,WI,4,2,YACHT,orchestra_pit,R,1.0366,NR,3.0000
114,3,66,510.3270,-498.3248,WI,4,2,POWDER,tennis_court,R,1.4624,NR,3.0000
115,3,67,522.3895,-510.3883,WO,4,2,BABY,driving_range,UR,1.8794,NR,3.0000
116,3,68,534.4506,-522.4485,WI,4,1,BONE,childs_room,UR,2.4433,NR,3.0000
117,3,69,546.5126,-534.5104,WI,2,1,OPIUM,cloister,UR,2.5695,NR,3.0000
118,3,70,558.5752,-546.5723,WO,2,1,GLOVE,boardwalk,R,2.1659,NR,3.0000
119,3,71,570.6383,-558.6374,WO,4,1,KILT,balcony,R,2.1727,NR,3.0000
120,3,72,582.6997,-570.6978,WO,4,2,KILT,balcony,R,1.5193,NR,3.0000
121,3,73,594.7613,-582.7606,WI,4,2,MOUSE,lobby,R,1.7589,NR,3.0000
122,3,74,606.8219,-594.8199,WO,2,1,WHEAT,creek,R,1.9399,NR,3.0000
123,3,75,618.8843,-606.8825,WI,4,2,BONE,childs_room,UR,1.9159,NR,3.0000
124,3,76,630.9462,-618.9445,WO,2,1,CLARINET,fishpond,UR,2.2393,NR,3.0000
125,3,77,643.0083,-631.0066,WO,2,1,WINE,oilrig,R,1.9881,NR,3.0000
126,3,78,655.0698,-643.0680,WI,2,1,BOWL,casino,R,1.7106,NR,3.0000
127,4,55,10.0023,1.9992,WO,2,1,TOBACCO,picnic_area,R,1.9909,NR,3.0000
128,4,56,22.0614,-10.0596,WI,4,1,BIBLE,dorm_room,R,2.4471,NR,3.0000
129,4,57,34.1189,-22.1177,WO,4,1,FLASK,general_store,R,1.8641,NR,3.0000
130,4,58,46.1761,-34.1742,WO,2,1,RING,highway,UR,2.5204,NR,3.0000
131,4,59,58.2343,-46.2322,WO,2,1,SNOW,manufactured_home,UR,2.3954,NR,3.0000
132,4,60,70.2925,-58.2913,WI,4,1,QUILL,parking_garage,UR,1.9789,NR,3.0000
133,4,61,82.3501,-70.3482,WO,4,2,FLASK,general_store,R,1.4963,NR,3.0000
134,4,62,94.4078,-82.4057,WI,4,1,BROOM,laundromat,R,2.4842,NR,3.0000
135,4,63,106.4660,-94.4643,WI,2,1,WOLF,attic,UR,2.2390,NR,3.0000
136,4,64,118.5241,-106.5218,WI,4,1,LIGHTNING,bistro,UR,2.2869,NR,3.0000
137,4,65,130.5821,-118.5806,WO,4,1,HAM,ruin,UR,2.0095,NR,3.0000
138,4,66,142.6400,-130.6380,WI,2,1,GORILLA,bowling_alley,UR,2.1856,NR,3.0000
139,4,67,154.6980,-142.6963,WO,4,1,BANANA,outhouse,UR,2.1998,NR,3.0000
140,4,68,166.7557,-154.7544,WI,4,1,SHELL,art_studio,UR,2.1053,NR,3.0000
141,4,69,178.8134,-166.8112,WO,4,1,ROCK,harbor,R,1.5179,NR,3.0000
142,4,70,190.8715,-178.8698,WI,4,1,TRAY,garage,R,2.2173,NR,3.0000
143,4,71,202.9299,-190.9290,WO,4,2,HAM,ruin,UR,2.0835,NR,3.0000
144,4,72,214.9869,-202.9859,WO,4,2,ROCK,harbor,R,1.6958,NR,3.0000
145,4,73,227.0441,-215.0431,WI,4,1,UMBRELLA,badminton_court,R,2.0493,NR,3.0000
146,4,74,239.1017,-227.0994,WO,4,1,NET,baseball_field,R,1.6527,NR,3.0000
147,4,75,251.1600,-239.1593,WI,2,1,PYTHON,bookstore,R,2.5415,R,7.8479
148,4,76,263.2172,-251.2162,WI,4,2,BROOM,laundromat,R,1.6395,NR,3.0000
149,4,77,275.2746,-263.2724,WO,2,1,DETECTIVE,barn,UR,2.3407,NR,3.0000
150,4,78,287.3330,-275.3318,WO,4,1,DOLL,butte,R,2.0463,NR,3.0000
151,4,79,299.3909,-287.3888,WI,4,2,QUILL,parking_garage,UR,1.8038,NR,3.0000
152,4,80,311.4492,-299.4470,WO,4,2,DOLL,butte,NR,999.0000,NR,3.0000
153,4,81,323.5074,-311.5066,WO,4,1,TRIBE,rock_arch,UR,2.8709,NR,3.0000
154,4,82,335.5643,-323.5634,WO,4,2,TRIBE,rock_arch,NR,999.0000,UR,3.3893
155,4,83,347.6214,-335.6205,WI,4,2,BIBLE,dorm_room,R,1.2556,NR,7.0365
156,4,84,359.6790,-347.6770,WI,2,1,JACKET,home_office,UR,2.4866,NR,3.0000
157,4,85,371.7371,-359.7362,WO,4,2,NET,baseball_field,R,1.4084,NR,3.0000
