index,run,trial,onset,duration,cond,repType,repCount,word,pic,resp,respRT,ISIresp,ISIrespRT
1,1,1,10.0027,1.9983,WI,2,1,NEST,shopping_mall,NR,999.0000,NR,3.0000
2,1,2,22.0660,-10.0644,WO,2,1,ARMOR,driving_range,R,2.2629,NR,3.0000
3,1,3,34.1286,-22.1274,WI,4,1,HELMET,archive,UR,2.8854,NR,3.0000
4,1,4,46.1909,-34.1899,WO,4,1,TEETH,rope_bridge,UR,2.4243,NR,3.0000
5,1,5,58.2528,-46.2520,WI,4,1,BRACELET,museum,UR,2.5928,NR,3.0000
6,1,6,70.3148,-58.3116,WO,4,1,WORM,canal,R,2.9484,NR,3.0000
7,1,7,82.3796,-70.3766,WI,4,2,HELMET,archive,UR,2.4084,NR,3.0000
8,1,8,94.4435,-82.4420,WI,2,1,ROPE,jail_cell,R,2.2628,NR,3.0000
9,1,9,106.5068,-94.5051,WO,4,1,HAMMER,igloo,NR,999.0000,R,3.0290
10,1,10,118.5695,-106.5669,WO,4,1,MEDAL,general_store,NR,999.0000,NR,3.0000
11,1,11,130.6333,-118.6307,WI,4,1,BROWNIE,burial_chamber,UR,2.0011,NR,3.0000
12,1,12,142.6977,-130.6970,WI,2,1,PEARL,stable,UR,2.4761,NR,3.0000
13,1,13,154.7597,-142.7585,WI,4,1,YACHT,airplane_cabin,R,2.8281,NR,3.0000
14,1,14,166.8227,-154.8200,WO,4,2,TEETH,rope_bridge,R,2.2910,NR,3.0000
15,1,15,178.8863,-166.8844,WO,4,2,WORM,canal,R,2.8225,UR,7.2177
16,1,16,190.9495,-178.9475,WO,2,1,HOOK,mountain,R,2.2781,NR,3.0000
17,1,17,203.0132,-191.0117,WI,4,1,GLOVE,kennel,R,2.4495,UR,7.9293
18,1,18,215.0760,-203.0747,WO,4,2,HAMMER,igloo,R,2.5044,NR,3.0000
19,1,19,227.1391,-215.1364,WI,2,1,QUARTER,brewery,R,2.2692,NR,3.0000
20,1,20,239.2032,-227.2007,WI,4,2,BROWNIE,burial_chamber,UR,2.4839,NR,3.0000
21,1,21,251.2668,-239.2647,WO,4,1,TOBACCO,pavilion,NR,999.0000,NR,3.0000
22,1,22,263.3310,-251.3300,WO,2,1,KNIFE,chalet,R,2.0574,NR,3.0000
23,1,23,275.3933,-263.3916,WO,2,1,ICICLE,castle,R,2.4087,NR,3.0000
24,1,24,287.4570,-275.4554,WI,2,1,SHARK,music_studio,UR,2.2478,NR,3.0000
25,1,25,299.5200,-287.5186,WI,4,1,CROWN,music_store,NR,999.0000,UR,3.0841
26,1,26,311.5827,-299.5813,WO,2,1,ROSARY,ice_shelf,UR,1.8319,NR,3.0000
27,1,27,323.6461,-311.6444,WO,4,2,MEDAL,general_store,R,1.9249,NR,3.0000
28,1,28,335.7093,-323.7086,WI,4,1,CORAL,television_studio,UR,2.5718,NR,3.0000
29,1,29,347.7720,-335.7705,WO,4,1,GLOBE,crosswalk,UR,2.7291,NR,3.0000
30,1,30,359.8350,-347.8334,WI,4,2,YACHT,airplane_cabin,R,2.1094,NR,3.0000
31,1,31,371.8982,-359.8973,WI,2,1,BATON,office,R,2.6953,NR,3.0000
